datetime_utc_0,actual_time_utc_0,postal,booking_id,committed_time_utc_0,estimated_time_utc_0,status,type
2017-06-10T14:28:56.000+02:00,,10783,8400ece9-895f-40b9-a27a-02cca341c784,2017-06-10T14:50:07.000+02:00,2017-06-10T14:50:07.000+02:00,open,pickup
2017-06-10T14:28:56.000+02:00,,10117,dcdf2040-6d90-444a-b549-83c4512a95b0,2017-06-10T14:37:55.000+02:00,2017-06-10T14:34:32.000+02:00,open,dropoff
2017-06-10T14:29:04.000+02:00,,10243,351ea980-5463-463e-9c12-af48b6a4bd8b,2017-06-10T14:42:05.000+02:00,2017-06-10T14:42:05.000+02:00,open,pickup
2017-06-10T14:29:04.000+02:00,2017-06-10T14:29:04.000+02:00,12051,c7c566e6-2977-46d7-b79d-a8d3465249ad,2017-06-10T14:29:21.000+02:00,2017-06-10T14:29:15.000+02:00,closed,dropoff
2017-06-10T14:30:05.000+02:00,2017-06-10T14:30:05.000+02:00,10967,0a9298b6-1a26-49d5-9185-ae9382f6c812,2017-06-10T14:33:21.000+02:00,2017-06-10T14:30:14.000+02:00,closed,dropoff
2017-06-10T14:35:02.000+02:00,2017-06-10T14:35:02.000+02:00,10117,dcdf2040-6d90-444a-b549-83c4512a95b0,2017-06-10T14:37:55.000+02:00,2017-06-10T14:34:32.000+02:00,closed,dropoff
2017-06-10T14:35:04.000+02:00,,10783,8400ece9-895f-40b9-a27a-02cca341c784,2017-06-10T14:50:07.000+02:00,2017-06-10T14:50:07.000+02:00,open,pickup
2017-06-10T14:35:58.000+02:00,,10707,fd6dbd28-470b-4a53-b616-8af76fab0cd9,2017-06-10T15:10:58.000+02:00,2017-06-10T15:10:58.000+02:00,open,dropoff
2017-06-10T14:36:49.000+02:00,,10715,3c91fb37-9f5d-4c71-a28f-0704725bf26e,2017-06-10T15:01:08.000+02:00,2017-06-10T15:01:08.000+02:00,open,dropoff
2017-06-10T14:37:18.000+02:00,,10243,351ea980-5463-463e-9c12-af48b6a4bd8b,2017-06-10T14:42:05.000+02:00,2017-06-10T14:42:05.000+02:00,open,pickup
2017-06-10T14:38:38.000+02:00,,10969,a6f6ad0c-bc5a-4d84-b87b-42f7282708cf,2017-06-10T14:55:28.000+02:00,2017-06-10T14:55:28.000+02:00,open,pickup
2017-06-10T14:38:38.000+02:00,,10969,a6f6ad0c-bc5a-4d84-b87b-42f7282708cf,2017-06-10T15:00:48.000+02:00,2017-06-10T15:00:48.000+02:00,open,dropoff
2017-06-10T14:40:18.000+02:00,,12045,7121e749-d9cd-4d1c-a75c-5e12edbf0270,2017-06-10T14:53:45.000+02:00,2017-06-10T14:53:45.000+02:00,open,pickup
2017-06-10T14:40:18.000+02:00,,12045,4af43517-dfea-4eb4-b2b3-cd5a5e634dcc,2017-06-10T14:43:36.000+02:00,2017-06-10T14:51:32.000+02:00,open,dropoff
2017-06-10T14:40:18.000+02:00,,10435,7121e749-d9cd-4d1c-a75c-5e12edbf0270,2017-06-10T15:22:36.000+02:00,2017-06-10T15:22:36.000+02:00,open,dropoff
2017-06-10T14:42:07.000+02:00,2017-06-10T14:42:07.000+02:00,10243,351ea980-5463-463e-9c12-af48b6a4bd8b,2017-06-10T14:42:05.000+02:00,2017-06-10T14:42:05.000+02:00,closed,pickup
2017-06-10T14:43:41.000+02:00,,10707,fd6dbd28-470b-4a53-b616-8af76fab0cd9,2017-06-10T15:10:58.000+02:00,2017-06-10T15:10:58.000+02:00,cancelled,dropoff
2017-06-10T14:43:45.000+02:00,,10827,3486fbcf-a993-4436-af0c-a3fee58b792b,2017-06-10T15:07:36.000+02:00,2017-06-10T15:07:36.000+02:00,open,dropoff
2017-06-10T14:44:49.000+02:00,,10623,ba986cb7-f1a1-4508-94ba-acfe480fc9b9,2017-06-10T14:55:23.000+02:00,2017-06-10T14:55:23.000+02:00,open,dropoff
2017-06-10T14:48:47.000+02:00,2017-06-10T14:48:47.000+02:00,10783,8400ece9-895f-40b9-a27a-02cca341c784,2017-06-10T14:50:07.000+02:00,2017-06-10T14:50:07.000+02:00,closed,pickup
2017-06-10T14:50:51.000+02:00,,10623,ba986cb7-f1a1-4508-94ba-acfe480fc9b9,2017-06-10T14:55:23.000+02:00,2017-06-10T14:57:45.000+02:00,open,dropoff
2017-06-10T14:51:19.000+02:00,,10715,3c91fb37-9f5d-4c71-a28f-0704725bf26e,2017-06-10T15:01:08.000+02:00,2017-06-10T15:01:08.000+02:00,open,dropoff
2017-06-10T14:51:33.000+02:00,,10969,a6f6ad0c-bc5a-4d84-b87b-42f7282708cf,2017-06-10T14:55:28.000+02:00,2017-06-10T14:58:25.000+02:00,open,pickup
2017-06-10T14:51:33.000+02:00,,10117,7cfd2479-322e-4236-9023-54a995df904d,2017-06-10T15:12:30.000+02:00,2017-06-10T15:12:30.000+02:00,open,pickup
2017-06-10T14:51:33.000+02:00,,10969,a6f6ad0c-bc5a-4d84-b87b-42f7282708cf,2017-06-10T15:00:48.000+02:00,2017-06-10T15:03:29.000+02:00,open,dropoff
2017-06-10T14:54:46.000+02:00,,10967,71a9356a-f0c5-41a9-acff-2e8d0b44e359,2017-06-10T15:30:44.000+02:00,2017-06-10T15:30:44.000+02:00,open,dropoff
2017-06-10T14:56:34.000+02:00,,10827,3486fbcf-a993-4436-af0c-a3fee58b792b,2017-06-10T15:07:36.000+02:00,2017-06-10T15:07:36.000+02:00,open,dropoff
2017-06-10T14:57:01.000+02:00,2017-06-10T14:57:01.000+02:00,10623,ba986cb7-f1a1-4508-94ba-acfe480fc9b9,2017-06-10T14:55:23.000+02:00,2017-06-10T14:57:45.000+02:00,closed,dropoff
2017-06-10T14:57:20.000+02:00,,10969,a6f6ad0c-bc5a-4d84-b87b-42f7282708cf,2017-06-10T14:55:28.000+02:00,2017-06-10T14:58:25.000+02:00,open,pickup
2017-06-10T15:01:03.000+02:00,2017-06-10T15:01:03.000+02:00,10715,3c91fb37-9f5d-4c71-a28f-0704725bf26e,2017-06-10T15:01:08.000+02:00,2017-06-10T15:01:08.000+02:00,closed,dropoff
2017-06-10T15:02:42.000+02:00,2017-06-10T15:02:42.000+02:00,10969,a6f6ad0c-bc5a-4d84-b87b-42f7282708cf,2017-06-10T14:55:28.000+02:00,2017-06-10T14:58:25.000+02:00,closed,pickup
2017-06-10T15:02:47.000+02:00,,10969,a6f6ad0c-bc5a-4d84-b87b-42f7282708cf,2017-06-10T15:00:48.000+02:00,2017-06-10T15:03:29.000+02:00,open,dropoff
2017-06-10T15:06:34.000+02:00,2017-06-10T15:06:34.000+02:00,10969,a6f6ad0c-bc5a-4d84-b87b-42f7282708cf,2017-06-10T15:00:48.000+02:00,2017-06-10T15:03:29.000+02:00,closed,dropoff
2017-06-10T15:06:39.000+02:00,,10789,e05c9d53-1503-4b3e-bf83-c80c4e83b993,2017-06-10T15:21:50.000+02:00,2017-06-10T15:21:50.000+02:00,open,pickup
2017-06-10T15:06:46.000+02:00,,10117,7cfd2479-322e-4236-9023-54a995df904d,2017-06-10T15:12:30.000+02:00,2017-06-10T15:12:30.000+02:00,open,pickup
2017-06-10T15:07:29.000+02:00,,10967,71a9356a-f0c5-41a9-acff-2e8d0b44e359,2017-06-10T15:30:44.000+02:00,2017-06-10T15:30:44.000+02:00,open,dropoff
2017-06-10T15:07:44.000+02:00,,10827,3486fbcf-a993-4436-af0c-a3fee58b792b,2017-06-10T15:07:36.000+02:00,2017-06-10T15:11:08.000+02:00,open,dropoff
2017-06-10T15:09:44.000+02:00,2017-06-10T15:09:44.000+02:00,10827,3486fbcf-a993-4436-af0c-a3fee58b792b,2017-06-10T15:07:36.000+02:00,2017-06-10T15:11:08.000+02:00,closed,dropoff
2017-06-10T15:10:28.000+02:00,,12045,7121e749-d9cd-4d1c-a75c-5e12edbf0270,2017-06-10T14:53:45.000+02:00,2017-06-10T14:53:45.000+02:00,cancelled,pickup
2017-06-10T15:10:28.000+02:00,,12045,4af43517-dfea-4eb4-b2b3-cd5a5e634dcc,2017-06-10T14:43:36.000+02:00,2017-06-10T15:24:54.000+02:00,open,dropoff
2017-06-10T15:10:28.000+02:00,,10435,7121e749-d9cd-4d1c-a75c-5e12edbf0270,2017-06-10T15:22:36.000+02:00,2017-06-10T15:22:36.000+02:00,cancelled,dropoff
2017-06-10T15:14:07.000+02:00,,10789,e05c9d53-1503-4b3e-bf83-c80c4e83b993,2017-06-10T15:21:50.000+02:00,2017-06-10T15:21:50.000+02:00,cancelled,pickup
2017-06-10T15:14:43.000+02:00,,10967,71a9356a-f0c5-41a9-acff-2e8d0b44e359,2017-06-10T15:30:44.000+02:00,2017-06-10T15:30:24.000+02:00,open,dropoff
2017-06-10T15:14:43.000+02:00,,10969,18d2e7f4-bed4-4a06-99df-284f5abe568d,2017-06-10T15:38:26.000+02:00,2017-06-10T15:38:26.000+02:00,open,dropoff
2017-06-10T15:15:28.000+02:00,,10557,bd79062c-18f4-4878-856b-91f91091b150,2017-06-10T15:25:01.000+02:00,2017-06-10T15:25:01.000+02:00,open,pickup
2017-06-10T15:15:31.000+02:00,,10557,bd79062c-18f4-4878-856b-91f91091b150,2017-06-10T15:25:01.000+02:00,2017-06-10T15:25:01.000+02:00,open,pickup
2017-06-10T15:15:43.000+02:00,2017-06-10T15:15:43.000+02:00,10117,7cfd2479-322e-4236-9023-54a995df904d,2017-06-10T15:12:30.000+02:00,2017-06-10T15:12:30.000+02:00,closed,pickup
2017-06-10T15:25:16.000+02:00,2017-06-10T15:25:16.000+02:00,12045,4af43517-dfea-4eb4-b2b3-cd5a5e634dcc,2017-06-10T14:43:36.000+02:00,2017-06-10T15:24:54.000+02:00,closed,dropoff
2017-06-10T15:25:49.000+02:00,2017-06-10T15:25:49.000+02:00,10557,bd79062c-18f4-4878-856b-91f91091b150,2017-06-10T15:25:01.000+02:00,2017-06-10T15:25:01.000+02:00,closed,pickup
2017-06-10T15:26:18.000+02:00,,12043,9e18b360-0453-4fb5-8605-874607eb5238,2017-06-10T15:48:49.000+02:00,2017-06-10T15:48:49.000+02:00,open,dropoff
2017-06-10T15:26:28.000+02:00,,12043,9e18b360-0453-4fb5-8605-874607eb5238,2017-06-10T15:48:49.000+02:00,2017-06-10T15:48:49.000+02:00,cancelled,dropoff
2017-06-10T15:27:02.000+02:00,,10719,86f696b0-e107-4a4c-a401-a0c2950e5cf5,2017-06-10T15:39:22.000+02:00,2017-06-10T15:39:22.000+02:00,open,pickup
2017-06-10T15:27:29.000+02:00,,10967,71a9356a-f0c5-41a9-acff-2e8d0b44e359,2017-06-10T15:30:44.000+02:00,2017-06-10T15:30:57.000+02:00,open,dropoff
2017-06-10T15:27:29.000+02:00,,10969,18d2e7f4-bed4-4a06-99df-284f5abe568d,2017-06-10T15:38:26.000+02:00,2017-06-10T15:38:26.000+02:00,cancelled,dropoff
2017-06-10T15:27:32.000+02:00,,10719,86f696b0-e107-4a4c-a401-a0c2950e5cf5,2017-06-10T15:39:22.000+02:00,2017-06-10T15:39:22.000+02:00,open,pickup
2017-06-10T15:27:35.000+02:00,,12101,6a891e31-0810-42cd-bd8c-0ab4b0d97ca5,2017-06-10T15:40:47.000+02:00,2017-06-10T15:40:47.000+02:00,open,pickup
2017-06-10T15:27:35.000+02:00,,10967,71a9356a-f0c5-41a9-acff-2e8d0b44e359,2017-06-10T15:30:44.000+02:00,2017-06-10T15:30:13.000+02:00,open,dropoff
2017-06-10T15:27:36.000+02:00,,10967,71a9356a-f0c5-41a9-acff-2e8d0b44e359,2017-06-10T15:30:44.000+02:00,2017-06-10T15:30:13.000+02:00,open,dropoff
2017-06-10T15:27:47.000+02:00,2017-06-10T15:27:47.000+02:00,10967,71a9356a-f0c5-41a9-acff-2e8d0b44e359,2017-06-10T15:30:44.000+02:00,2017-06-10T15:30:13.000+02:00,closed,dropoff
2017-06-10T15:27:59.000+02:00,,12101,6a891e31-0810-42cd-bd8c-0ab4b0d97ca5,2017-06-10T15:40:47.000+02:00,2017-06-10T15:40:47.000+02:00,open,pickup
2017-06-10T15:30:26.000+02:00,,10999,408996f5-4ed8-4420-8cd6-f248a0e2fecf,2017-06-10T15:44:07.000+02:00,2017-06-10T15:44:07.000+02:00,open,pickup
2017-06-10T15:30:29.000+02:00,,10999,408996f5-4ed8-4420-8cd6-f248a0e2fecf,2017-06-10T15:44:07.000+02:00,2017-06-10T15:44:07.000+02:00,open,pickup
2017-06-10T15:37:09.000+02:00,,10117,d0d29067-0065-4884-917a-8bbae19a28f0,2017-06-10T15:42:06.000+02:00,2017-06-10T15:42:06.000+02:00,open,pickup
2017-06-10T15:37:12.000+02:00,,10117,d0d29067-0065-4884-917a-8bbae19a28f0,2017-06-10T15:42:06.000+02:00,2017-06-10T15:42:06.000+02:00,open,pickup
2017-06-10T15:38:41.000+02:00,2017-06-10T15:38:41.000+02:00,12101,6a891e31-0810-42cd-bd8c-0ab4b0d97ca5,2017-06-10T15:40:47.000+02:00,2017-06-10T15:40:47.000+02:00,closed,pickup
2017-06-10T15:39:17.000+02:00,2017-06-10T15:39:17.000+02:00,10719,86f696b0-e107-4a4c-a401-a0c2950e5cf5,2017-06-10T15:39:22.000+02:00,2017-06-10T15:39:22.000+02:00,closed,pickup
2017-06-10T15:41:25.000+02:00,,12045,fd19ce14-5df2-4d6b-b93b-301033fb7770,2017-06-10T15:57:17.000+02:00,2017-06-10T15:57:17.000+02:00,open,pickup
2017-06-10T15:41:25.000+02:00,,10999,408996f5-4ed8-4420-8cd6-f248a0e2fecf,2017-06-10T15:44:07.000+02:00,2017-06-10T15:45:05.000+02:00,open,pickup
2017-06-10T15:41:25.000+02:00,,10969,fd19ce14-5df2-4d6b-b93b-301033fb7770,2017-06-10T16:09:42.000+02:00,2017-06-10T16:09:42.000+02:00,open,dropoff
2017-06-10T15:41:30.000+02:00,,10179,a24e6805-c993-44c4-9c1a-2c3fb3d51917,2017-06-10T15:45:08.000+02:00,2017-06-10T15:45:08.000+02:00,open,pickup
2017-06-10T15:41:30.000+02:00,,12043,a24e6805-c993-44c4-9c1a-2c3fb3d51917,2017-06-10T15:58:06.000+02:00,2017-06-10T15:58:06.000+02:00,open,dropoff
2017-06-10T15:41:36.000+02:00,,10589,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T15:57:37.000+02:00,2017-06-10T15:57:37.000+02:00,open,pickup
2017-06-10T15:41:36.000+02:00,,10999,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T16:22:54.000+02:00,2017-06-10T16:22:54.000+02:00,open,dropoff
2017-06-10T15:41:43.000+02:00,,10179,a24e6805-c993-44c4-9c1a-2c3fb3d51917,2017-06-10T15:45:08.000+02:00,2017-06-10T15:45:08.000+02:00,open,pickup
2017-06-10T15:41:59.000+02:00,,10117,d0d29067-0065-4884-917a-8bbae19a28f0,2017-06-10T15:42:06.000+02:00,2017-06-10T15:43:20.000+02:00,open,pickup
2017-06-10T15:43:04.000+02:00,,10963,9b664a67-b775-44f5-99ee-21dba6313244,2017-06-10T15:47:19.000+02:00,2017-06-10T15:47:19.000+02:00,open,pickup
2017-06-10T15:43:18.000+02:00,,10963,9b664a67-b775-44f5-99ee-21dba6313244,2017-06-10T15:47:19.000+02:00,2017-06-10T15:47:19.000+02:00,open,pickup
2017-06-10T15:44:05.000+02:00,2017-06-10T15:44:05.000+02:00,10999,408996f5-4ed8-4420-8cd6-f248a0e2fecf,2017-06-10T15:44:07.000+02:00,2017-06-10T15:45:05.000+02:00,closed,pickup
2017-06-10T15:44:17.000+02:00,2017-06-10T15:44:17.000+02:00,10117,d0d29067-0065-4884-917a-8bbae19a28f0,2017-06-10T15:42:06.000+02:00,2017-06-10T15:43:20.000+02:00,closed,pickup
2017-06-10T15:44:18.000+02:00,2017-06-10T15:44:18.000+02:00,10179,a24e6805-c993-44c4-9c1a-2c3fb3d51917,2017-06-10T15:45:08.000+02:00,2017-06-10T15:45:08.000+02:00,closed,pickup
2017-06-10T15:44:20.000+02:00,,12043,a24e6805-c993-44c4-9c1a-2c3fb3d51917,2017-06-10T15:58:06.000+02:00,2017-06-10T15:58:06.000+02:00,open,dropoff
2017-06-10T15:47:15.000+02:00,2017-06-10T15:47:15.000+02:00,10963,9b664a67-b775-44f5-99ee-21dba6313244,2017-06-10T15:47:19.000+02:00,2017-06-10T15:47:19.000+02:00,closed,pickup
2017-06-10T15:49:35.000+02:00,,10589,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T15:57:37.000+02:00,2017-06-10T15:57:37.000+02:00,open,pickup
2017-06-10T15:49:50.000+02:00,,12435,f53d6496-7855-4309-8964-2395b073fd47,2017-06-10T16:08:00.000+02:00,2017-06-10T16:08:00.000+02:00,open,pickup
2017-06-10T15:49:50.000+02:00,,12043,a24e6805-c993-44c4-9c1a-2c3fb3d51917,2017-06-10T15:58:06.000+02:00,2017-06-10T15:57:54.000+02:00,open,dropoff
2017-06-10T15:50:44.000+02:00,,10783,1e945a90-ba65-4c9f-a144-e0aacc71fa38,2017-06-10T15:59:20.000+02:00,2017-06-10T15:59:20.000+02:00,open,pickup
2017-06-10T15:50:50.000+02:00,,10783,1e945a90-ba65-4c9f-a144-e0aacc71fa38,2017-06-10T15:59:20.000+02:00,2017-06-10T15:59:20.000+02:00,open,pickup
2017-06-10T15:51:11.000+02:00,,12045,fd19ce14-5df2-4d6b-b93b-301033fb7770,2017-06-10T15:57:17.000+02:00,2017-06-10T15:57:17.000+02:00,open,pickup
2017-06-10T15:53:47.000+02:00,,10783,1e945a90-ba65-4c9f-a144-e0aacc71fa38,2017-06-10T15:59:20.000+02:00,2017-06-10T15:59:20.000+02:00,cancelled,pickup
2017-06-10T15:56:10.000+02:00,2017-06-10T15:56:10.000+02:00,12043,a24e6805-c993-44c4-9c1a-2c3fb3d51917,2017-06-10T15:58:06.000+02:00,2017-06-10T15:57:54.000+02:00,closed,dropoff
2017-06-10T15:56:13.000+02:00,,12435,f53d6496-7855-4309-8964-2395b073fd47,2017-06-10T16:08:00.000+02:00,2017-06-10T16:08:00.000+02:00,open,pickup
2017-06-10T15:56:22.000+02:00,2017-06-10T15:56:22.000+02:00,10589,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T15:57:37.000+02:00,2017-06-10T15:57:37.000+02:00,closed,pickup
2017-06-10T15:56:27.000+02:00,,10999,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T16:22:54.000+02:00,2017-06-10T16:22:54.000+02:00,open,dropoff
2017-06-10T15:58:14.000+02:00,,10999,a5793d29-08fe-48f4-a4c1-ed5d1162868d,2017-06-10T16:18:51.000+02:00,2017-06-10T16:18:51.000+02:00,open,dropoff
2017-06-10T15:59:06.000+02:00,,12045,fd19ce14-5df2-4d6b-b93b-301033fb7770,2017-06-10T15:57:17.000+02:00,2017-06-10T15:57:17.000+02:00,cancelled,pickup
2017-06-10T15:59:06.000+02:00,,10969,fd19ce14-5df2-4d6b-b93b-301033fb7770,2017-06-10T16:09:42.000+02:00,2017-06-10T16:09:42.000+02:00,cancelled,dropoff
2017-06-10T15:59:09.000+02:00,,10719,01eff513-7d2f-4941-8387-8fe21eedd866,2017-06-10T16:35:18.000+02:00,2017-06-10T16:35:18.000+02:00,open,dropoff
2017-06-10T15:59:31.000+02:00,,12053,7bab20f9-bc75-44a9-9e4c-1d02a686fc98,2017-06-10T16:39:24.000+02:00,2017-06-10T16:39:24.000+02:00,open,dropoff
2017-06-10T16:00:40.000+02:00,,10999,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T16:22:54.000+02:00,2017-06-10T16:26:35.000+02:00,open,dropoff
2017-06-10T16:04:53.000+02:00,,12101,6014f06d-eb09-4fe5-82e9-3775436ddf6a,2017-06-10T16:33:31.000+02:00,2017-06-10T16:33:31.000+02:00,open,dropoff
2017-06-10T16:05:17.000+02:00,2017-06-10T16:05:17.000+02:00,12435,f53d6496-7855-4309-8964-2395b073fd47,2017-06-10T16:08:00.000+02:00,2017-06-10T16:08:00.000+02:00,closed,pickup
2017-06-10T16:09:16.000+02:00,,10245,3c5b140e-49e9-444b-b538-2397e8eee69e,2017-06-10T16:48:00.000+02:00,2017-06-10T16:48:00.000+02:00,open,dropoff
2017-06-10T16:09:16.000+02:00,,10623,3c5b140e-49e9-444b-b538-2397e8eee69e,2017-06-10T16:23:03.000+02:00,2017-06-10T16:23:03.000+02:00,open,pickup
2017-06-10T16:09:19.000+02:00,,10623,3c5b140e-49e9-444b-b538-2397e8eee69e,2017-06-10T16:23:03.000+02:00,2017-06-10T16:23:03.000+02:00,open,pickup
2017-06-10T16:10:03.000+02:00,,10789,144dbe6f-d882-4b2c-86a5-69d8627bfe91,2017-06-10T16:23:32.000+02:00,2017-06-10T16:23:32.000+02:00,open,pickup
2017-06-10T16:10:03.000+02:00,,10999,144dbe6f-d882-4b2c-86a5-69d8627bfe91,2017-06-10T16:44:14.000+02:00,2017-06-10T16:44:14.000+02:00,open,dropoff
2017-06-10T16:10:46.000+02:00,,10789,144dbe6f-d882-4b2c-86a5-69d8627bfe91,2017-06-10T16:23:32.000+02:00,2017-06-10T16:23:32.000+02:00,open,pickup
2017-06-10T16:11:24.000+02:00,,10999,a5793d29-08fe-48f4-a4c1-ed5d1162868d,2017-06-10T16:18:51.000+02:00,2017-06-10T16:18:51.000+02:00,open,dropoff
2017-06-10T16:12:09.000+02:00,,10999,a5793d29-08fe-48f4-a4c1-ed5d1162868d,2017-06-10T16:18:51.000+02:00,2017-06-10T16:19:10.000+02:00,open,dropoff
2017-06-10T16:13:33.000+02:00,,12053,7bab20f9-bc75-44a9-9e4c-1d02a686fc98,2017-06-10T16:39:24.000+02:00,2017-06-10T16:39:24.000+02:00,open,dropoff
2017-06-10T16:14:10.000+02:00,,10999,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T16:22:54.000+02:00,2017-06-10T16:26:35.000+02:00,open,dropoff
2017-06-10T16:14:16.000+02:00,,10999,79fbb2e1-fcb9-4a21-8305-559a0c6c2504,2017-06-10T16:35:09.000+02:00,2017-06-10T16:35:09.000+02:00,open,dropoff
2017-06-10T16:14:19.000+02:00,,10789,144dbe6f-d882-4b2c-86a5-69d8627bfe91,2017-06-10T16:23:32.000+02:00,2017-06-10T16:27:18.000+02:00,open,pickup
2017-06-10T16:14:19.000+02:00,,10789,75376d03-6b1a-476a-aed6-7f5d29626d98,2017-06-10T16:28:23.000+02:00,2017-06-10T16:28:23.000+02:00,open,pickup
2017-06-10T16:14:19.000+02:00,,10999,144dbe6f-d882-4b2c-86a5-69d8627bfe91,2017-06-10T16:44:14.000+02:00,2017-06-10T16:46:17.000+02:00,open,dropoff
2017-06-10T16:14:19.000+02:00,,10999,75376d03-6b1a-476a-aed6-7f5d29626d98,2017-06-10T16:47:17.000+02:00,2017-06-10T16:47:17.000+02:00,open,dropoff
2017-06-10T16:15:26.000+02:00,,10719,01eff513-7d2f-4941-8387-8fe21eedd866,2017-06-10T16:35:18.000+02:00,2017-06-10T16:35:18.000+02:00,open,dropoff
2017-06-10T16:18:21.000+02:00,,10781,0e5b88a6-391c-462c-801b-d4a671720669,2017-06-10T16:29:05.000+02:00,2017-06-10T16:29:05.000+02:00,open,pickup
2017-06-10T16:18:21.000+02:00,,10967,0e5b88a6-391c-462c-801b-d4a671720669,2017-06-10T16:41:26.000+02:00,2017-06-10T16:41:26.000+02:00,open,dropoff
2017-06-10T16:18:47.000+02:00,,10781,0e5b88a6-391c-462c-801b-d4a671720669,2017-06-10T16:29:05.000+02:00,2017-06-10T16:29:05.000+02:00,open,pickup
2017-06-10T16:18:52.000+02:00,,10119,e8318afc-953b-47c2-8125-4d89cf517319,2017-06-10T16:49:46.000+02:00,2017-06-10T16:49:46.000+02:00,open,dropoff
2017-06-10T16:19:16.000+02:00,2017-06-10T16:19:16.000+02:00,10999,a5793d29-08fe-48f4-a4c1-ed5d1162868d,2017-06-10T16:18:51.000+02:00,2017-06-10T16:19:10.000+02:00,closed,dropoff
2017-06-10T16:21:46.000+02:00,,10789,144dbe6f-d882-4b2c-86a5-69d8627bfe91,2017-06-10T16:23:32.000+02:00,2017-06-10T16:27:18.000+02:00,open,pickup
2017-06-10T16:23:30.000+02:00,,12101,6014f06d-eb09-4fe5-82e9-3775436ddf6a,2017-06-10T16:33:31.000+02:00,2017-06-10T16:33:31.000+02:00,open,dropoff
2017-06-10T16:24:24.000+02:00,,10779,6f17f4cf-2701-46e5-9a03-06c220cae6a1,2017-06-10T16:32:19.000+02:00,2017-06-10T16:32:19.000+02:00,open,pickup
2017-06-10T16:24:29.000+02:00,,10779,6f17f4cf-2701-46e5-9a03-06c220cae6a1,2017-06-10T16:32:19.000+02:00,2017-06-10T16:32:19.000+02:00,open,pickup
2017-06-10T16:25:07.000+02:00,2017-06-10T16:25:07.000+02:00,10623,3c5b140e-49e9-444b-b538-2397e8eee69e,2017-06-10T16:23:03.000+02:00,2017-06-10T16:23:03.000+02:00,closed,pickup
2017-06-10T16:25:10.000+02:00,,10585,70d9d23f-4a67-43b7-9d81-2a347bfaed64,2017-06-10T16:39:54.000+02:00,2017-06-10T16:39:54.000+02:00,open,pickup
2017-06-10T16:25:12.000+02:00,,10245,3c5b140e-49e9-444b-b538-2397e8eee69e,2017-06-10T16:48:00.000+02:00,2017-06-10T16:48:00.000+02:00,open,dropoff
2017-06-10T16:25:38.000+02:00,,10999,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T16:22:54.000+02:00,2017-06-10T16:26:17.000+02:00,open,dropoff
2017-06-10T16:25:38.000+02:00,,10999,1259a5e9-5ba5-4f18-9313-b128974096b3,2017-06-10T16:38:20.000+02:00,2017-06-10T16:38:20.000+02:00,open,pickup
2017-06-10T16:26:38.000+02:00,2017-06-10T16:26:38.000+02:00,10999,168c5573-f1ca-4192-baf2-6c1d6104f3be,2017-06-10T16:22:54.000+02:00,2017-06-10T16:26:17.000+02:00,closed,dropoff
2017-06-10T16:27:22.000+02:00,,10707,e87423da-1fe6-4534-be93-fa03e984f5f0,2017-06-10T17:03:16.000+02:00,2017-06-10T17:03:16.000+02:00,open,dropoff
2017-06-10T16:27:22.000+02:00,,12053,7bab20f9-bc75-44a9-9e4c-1d02a686fc98,2017-06-10T16:39:24.000+02:00,2017-06-10T16:37:21.000+02:00,open,dropoff
2017-06-10T16:28:04.000+02:00,,10585,70d9d23f-4a67-43b7-9d81-2a347bfaed64,2017-06-10T16:39:54.000+02:00,2017-06-10T16:39:54.000+02:00,open,pickup
2017-06-10T16:28:15.000+02:00,,10999,0569de3d-8ab6-40c2-b0d5-d12a69a3ed9c,2017-06-10T17:08:06.000+02:00,2017-06-10T17:08:06.000+02:00,open,dropoff
2017-06-10T16:28:15.000+02:00,,10719,01eff513-7d2f-4941-8387-8fe21eedd866,2017-06-10T16:35:18.000+02:00,2017-06-10T16:40:01.000+02:00,open,dropoff
2017-06-10T16:29:27.000+02:00,2017-06-10T16:29:27.000+02:00,10781,0e5b88a6-391c-462c-801b-d4a671720669,2017-06-10T16:29:05.000+02:00,2017-06-10T16:29:05.000+02:00,closed,pickup
2017-06-10T16:29:29.000+02:00,,10967,0e5b88a6-391c-462c-801b-d4a671720669,2017-06-10T16:41:26.000+02:00,2017-06-10T16:41:26.000+02:00,open,dropoff
2017-06-10T16:30:04.000+02:00,,10785,2c1a3f61-fc22-475e-9507-997408d718ab,2017-06-10T16:46:37.000+02:00,2017-06-10T16:46:37.000+02:00,open,pickup
2017-06-10T16:30:23.000+02:00,2017-06-10T16:30:23.000+02:00,10789,144dbe6f-d882-4b2c-86a5-69d8627bfe91,2017-06-10T16:23:32.000+02:00,2017-06-10T16:27:18.000+02:00,closed,pickup
